"Id","SalePrice"
1985,212208.025637015
1986,199382.605784281
1987,184434.894350275
1988,177869.477545007
1989,195368.925921491
1990,217758.739724471
1991,215542.501865848
1992,207266.314571365
1993,172320.309557161
1994,245428.457602962
1995,183360.837141975
1996,257715.798771485
1997,345170.168745621
1998,328230.868353351
1999,254113.532571896
2000,304309.340923979
2001,265111.637872412
2002,254235.877731188
2003,239207.438684776
2004,244792.47630234
2005,250372.371591672
2006,216178.395402893
2007,239998.726907595
2008,204617.935245141
2009,184493.496442302
2010,194130.218565925
2011,138049.373001321
2012,168216.555795177
2013,179877.042419656
2014,184984.93522118
2015,200431.932137474
2016,189528.463688119
2017,199377.408719524
2018,123512.856321319
2019,128269.021613731
2020,119528.92309235
2021,113208.213515266
2022,186984.041214331
2023,141299.301385864
2024,212660.847352966
2025,370669.350900157
2026,178089.446340068
2027,163100.9832962
2028,159072.351448997
2029,175727.838633581
2030,282126.665705308
2031,246008.434528454
2032,280120.827884539
2033,279943.765620097
2034,160184.976057991
2035,214984.290036186
2036,182248.714293703
2037,186842.118846162
2038,320602.814631893
2039,228599.650107487
2040,391318.714656456
2041,327442.277148022
2042,213650.017452791
2043,179054.624933257
2044,181105.766913488
2045,212949.604209914
2046,155454.102039828
2047,152262.770305618
2048,137160.546786442
2049,126314.807394429
2050,171731.102637067
2051,101272.890366062
2052,131017.113112434
2053,144557.588638916
2054,74530.1749767206
2055,158351.033378824
2056,140788.970789923
2057,126756.494547351
2058,207346.827472224
2059,133638.725833162
2060,165765.136783495
2061,159304.414439066
2062,133457.971928581
2063,116913.22365187
2064,143708.902386888
2065,137059.194209083
2066,153123.638351127
2067,119328.539358302
2068,125796.468349978
2069,86646.7758051298
2070,115347.103776588
2071,84799.4450773142
2072,129855.508823498
2073,137380.753491863
2074,165689.186363205
2075,151313.486392482
2076,132701.784254207
2077,153023.084295615
2078,122720.834002479
2079,146288.177062496
2080,117749.139351024
2081,126623.319858535
2082,132653.669862732
2083,145023.296833499
2084,115105.589986934
2085,130585.657258018
2086,115212.414225592
2087,120140.418695583
2088,103715.960588827
2089,73558.2750214479
2090,135402.054074898
2091,115003.906569018
2092,119341.097100868
2093,143147.919523015
2094,125457.598946466
2095,151633.895687803
2096,74826.8615595243
2097,97505.8089093111
2098,139274.316642746
2099,67888.9797679327
2100,85172.6254665993
2101,121964.486058845
2102,141746.978165641
2103,100216.431288376
2104,134277.976033344
2105,131841.99623908
2106,77452.2262278936
2107,224529.110372528
2108,108681.647586002
2109,107886.876417293
2110,128719.796151056
2111,160709.821451082
2112,142984.518586143
2113,122390.640169039
2114,115209.521230116
2115,155914.179090276
2116,116891.919584408
2117,161811.890632167
2118,121924.93009518
2119,111895.904627337
2120,107943.069877996
2121,117383.022205486
2122,96461.1701640926
2123,88253.0218500934
2124,174182.931859478
2125,120492.274567737
2126,180686.797227248
2127,142619.128940716
2128,138384.255523696
2129,104271.788027897
2130,151945.583413138
2131,149571.55707778
2132,119701.147950306
2133,110386.745788708
2134,122698.869207516
2135,102798.158119812
2136,64979.1930738829
2137,123424.174118026
2138,139401.281764968
2139,154110.691259368
2140,135901.561592951
2141,148489.875135793
2142,129686.472654804
2143,133823.606870636
2144,124323.736621603
2145,138928.373325958
2146,175241.227083816
2147,204693.53026162
2148,129309.498921528
2149,142412.503975018
2150,259668.583877756
2151,108246.984088048
2152,173224.293518319
2153,156053.863821133
2154,105689.654446229
2155,130999.958498134
2156,233165.157367095
2157,242978.271822556
2158,236890.554346307
2159,211961.883408292
2160,163304.481514177
2161,236929.304675273
2162,372690.366054042
2163,312650.854247763
2164,282330.874502613
2165,199939.877153411
2166,145505.78409256
2167,206939.340481266
2168,212607.726994797
2169,192325.162803873
2170,216722.186213239
2171,152130.102555498
2172,148790.204028114
2173,149743.074864491
2174,240282.879374727
2175,297066.597714766
2176,305626.585348322
2177,250005.601662382
2178,219933.974049143
2179,142833.742919429
2180,243097.937468722
2181,193124.738917454
2182,221940.895518019
2183,187255.539002403
2184,135728.808310612
2185,115213.871503457
2186,134593.571987732
2187,131207.901298626
2188,139115.028618111
2189,136583.383878692
2190,83644.9698830686
2191,84275.1002179227
2192,86701.8943346582
2193,106839.256371274
2194,98880.6872489594
2195,111233.955044612
2196,107665.064096554
2197,114879.588148131
2198,153485.582252517
2199,172234.999995127
2200,156661.070097103
2201,155210.991456404
2202,223996.595530166
2203,176215.853057399
2204,208216.410049959
2205,141226.814470663
2206,138898.426061048
2207,237131.219457283
2208,262669.439818516
2209,213895.925044253
2210,130801.250905975
2211,102556.837622776
2212,112533.875553264
2213,106272.015052929
2214,134729.357475772
2215,97006.2082830809
2216,146685.866802587
2217,63192.6154447935
2218,92418.1721328638
2219,71317.9192823313
2220,58191.4114538572
2221,342650.895363226
2222,269527.875959112
2223,221494.714757665
2224,196691.645596101
2225,140963.149753078
2226,169151.762989803
2227,213362.754538997
2228,269938.829361781
2229,225788.649175747
2230,159397.10326074
2231,205921.598913892
2232,183168.519110068
2233,180398.561145052
2234,249185.180428132
2235,209182.472198113
2236,246887.014167293
2237,310426.252428039
2238,200602.885887488
2239,108720.066533073
2240,160793.017631455
2241,151003.616889789
2242,128463.740702375
2243,129537.246558561
2244,87578.3783463381
2245,87821.2741491638
2246,144078.993705257
2247,101917.970592871
2248,123931.101006641
2249,127517.237582191
2250,137179.894646629
2251,92637.1599300943
2252,165964.519645556
2253,162315.378302082
2254,181052.570253595
2255,188015.305831655
2256,182992.806902154
2257,182578.121907546
2258,166544.825117334
2259,180978.633593067
2260,171748.780012353
2261,183956.718657597
2262,199113.441789492
2263,328603.109293773
2264,449355.090253814
2265,178000.829095229
2266,348703.100795611
2267,396408.051634773
2268,392900.368473842
2269,153912.739194646
2270,180522.822469249
2271,215837.140910818
2272,195265.738836541
2273,170786.727143063
2274,173525.633937373
2275,167514.933809622
2276,172992.863634839
2277,206613.973539128
2278,153105.232852682
2279,126618.847261532
2280,127414.786811485
2281,169071.508036598
2282,162154.77880679
2283,105469.478397741
2284,107803.274161353
2285,162343.076367512
2286,126646.236252769
2287,345583.764715894
2288,266595.340998842
2289,434093.131196483
2290,451562.812089427
2291,292706.233474895
2292,420956.599255397
2293,507855.296746715
2294,433331.464430734
2295,438765.25419186
2296,271247.004732116
2297,305820.096771105
2298,335983.421657398
2299,422241.164373263
2300,321271.117847159
2301,264811.826167449
2302,237512.409717514
2303,262484.854305907
2304,238260.490526511
2305,198986.950086101
2306,200942.19399403
2307,197600.041027292
2308,215157.543206318
2309,290704.928464278
2310,219236.102179988
2311,200071.844231471
2312,181027.071642361
2313,175892.495731554
2314,171876.943028285
2315,173474.237817965
2316,188584.063611253
2317,173744.048244222
2318,172492.991466246
2319,175859.704006395
2320,172251.254632457
2321,256553.893946036
2322,164517.71792408
2323,174408.758494123
2324,167602.766516908
2325,230206.846103273
2326,165796.525443754
2327,216000.221102699
2328,222342.842544153
2329,178042.006557449
2330,178840.441535219
2331,347102.318352684
2332,489814.576482757
2333,303216.763128146
2334,264667.208358481
2335,245680.229449614
2336,332375.220806464
2337,213305.84669505
2338,283646.040024712
2339,224464.270187459
2340,362049.395366891
2341,239535.589424118
2342,263500.961196049
2343,246100.582621678
2344,234824.144758775
2345,217196.182331397
2346,214742.783806308
2347,212975.029806241
2348,223174.579320028
2349,157159.037680133
2350,278923.609665348
2351,266739.479800685
2352,243818.863121136
2353,227318.541630103
2354,112853.492579444
2355,157876.861125692
2356,157590.974024042
2357,195997.747161969
2358,193936.442786678
2359,135473.687586292
2360,119806.437122329
2361,139330.206030502
2362,267431.222093686
2363,135177.517787441
2364,166406.585112705
2365,215758.758638366
2366,184882.043064579
2367,226927.383877858
2368,204766.803417548
2369,224743.748478039
2370,176062.520516439
2371,175445.836870476
2372,206882.666129454
2373,263588.438800796
2374,291373.575683071
2375,261875.757001504
2376,286661.763867839
2377,397135.095685943
2378,144402.535033002
2379,210643.628489628
2380,149352.55138041
2381,152531.74490942
2382,177495.193950906
2383,197072.540009036
2384,215894.418206944
2385,161919.950948252
2386,119258.234517827
2387,138886.814615711
2388,104993.021017536
2389,140508.914530738
2390,144416.797934993
2391,142727.014184608
2392,118443.43445219
2393,170040.631845697
2394,151185.262158378
2395,187181.250363722
2396,142509.034260734
2397,196228.169718876
2398,130971.956136598
2399,57405.528938993
2400,63382.8899147354
2401,113506.518495931
2402,138590.384676918
2403,128811.799093588
2404,152994.343795284
2405,159910.438559755
2406,133482.313182964
2407,127112.104783996
2408,141089.962677851
2409,134408.435345872
2410,168283.310695096
2411,118458.644518837
2412,154086.801231369
2413,136821.226520999
2414,143634.993492856
2415,126686.577821597
2416,139283.434397682
2417,128080.535823955
2418,128655.665542259
2419,119924.598842844
2420,123939.918943866
2421,144940.005485459
2422,116989.449396118
2423,125710.736948363
2424,145997.533378347
2425,174849.090641006
2426,117054.813094034
2427,128747.560963764
2428,157323.598210081
2429,125766.168016567
2430,134197.84114693
2431,128126.798799857
2432,130603.62736906
2433,139280.75289081
2434,138510.172303422
2435,143334.923320039
2436,100987.933552249
2437,113803.362977012
2438,124388.511932834
2439,112240.454006328
2440,127727.260042324
2441,105286.695852175
2442,96458.2451828859
2443,113296.336153164
2444,130956.41213192
2445,98062.8010381601
2446,126163.381915226
2447,201803.456578001
2448,130406.696203365
2449,111990.666933193
2450,144047.694815292
2451,122214.318162813
2452,206735.275942459
2453,89534.5726190947
2454,117064.531700744
2455,117707.390023365
2456,149063.025782569
2457,119047.037789478
2458,107649.391401752
2459,110643.542087688
2460,125261.764563306
2461,120683.048659458
2462,146874.73883976
2463,125627.547887786
2464,131916.273102894
2465,161275.035132541
2466,123336.60983847
2467,129386.508770838
2468,84416.0660714052
2469,83017.1786383532
2470,173730.54734458
2471,174537.459333792
2472,159592.171910658
2473,110332.556372537
2474,86764.7684211872
2475,216653.266904487
2476,125790.400206461
2477,135171.781065806
2478,162085.878717288
2479,106010.43381594
2480,138348.138990059
2481,116051.654079898
2482,132261.808130249
2483,115409.754913791
2484,121591.525989517
2485,129189.235848322
2486,143430.247741922
2487,171167.665693267
2488,137938.323815002
2489,156253.845653518
2490,158452.528574689
2491,103778.259581699
2492,185217.821485653
2493,154953.324031129
2494,158225.4498149
2495,99735.7699509702
2496,221406.080637737
2497,152328.907006963
2498,109750.338563814
2499,94848.2301617704
2500,125054.755859717
2501,136073.117635592
2502,141462.215155705
2503,115505.538734063
2504,185756.532171114
2505,219461.774294122
2506,242544.888766482
2507,296399.833417638
2508,244763.155517771
2509,217620.754475198
2510,232988.332365117
2511,178894.442024692
2512,213576.699515893
2513,223371.259685739
2514,240035.268227114
2515,146122.716697677
2516,173981.597101971
2517,133795.889430895
2518,137173.135069355
2519,224355.126843049
2520,213985.025181039
2521,186533.45412372
2522,215027.456531032
2523,136020.367126449
2524,143240.671339496
2525,152381.03012289
2526,141300.277372345
2527,116912.466831668
2528,135503.319137558
2529,137193.675792798
2530,130947.711061611
2531,250829.904884382
2532,223282.54987429
2533,197134.079703882
2534,240324.741475686
2535,315649.383361681
2536,229787.974465116
2537,228830.340595945
2538,175367.157184824
2539,186186.091371759
2540,176569.669506832
2541,177143.905958376
2542,153709.663957819
2543,127217.585493191
2544,133662.968309029
2545,125737.655672654
2546,141754.346683606
2547,122926.379634007
2548,126975.815775111
2549,132882.783924683
2550,256020.246046051
2551,143032.613576754
2552,113843.867657199
2553,75714.7422648511
2554,129753.599316701
2555,109083.023370995
2556,92892.2153612218
2557,107388.394217356
2558,162753.871524795
2559,140971.597094431
2560,164859.076106682
2561,134942.338450804
2562,163465.675993814
2563,168433.023618831
2564,201980.64076732
2565,137896.351085945
2566,182811.961816921
2567,134251.152457371
2568,210098.18532516
2569,203941.122454657
2570,129961.943941816
2571,175127.815188243
2572,188471.689874395
2573,253850.26255156
2574,297726.40741758
2575,136338.714913502
2576,132754.473716869
2577,153312.70588602
2578,96952.7732199572
2579,54652.2480427168
2580,123758.510232105
2581,107681.890496238
2582,114341.197645321
2583,256650.278673067
2584,171081.510982975
2585,170261.690916642
2586,195823.447455152
2587,188681.211520537
2588,149972.020569309
2589,151814.412984355
2590,225452.177265032
2591,203260.402003988
2592,220877.638982914
2593,254649.439472779
2594,181418.522819414
2595,203372.631794675
2596,297781.025835022
2597,167360.085582837
2598,279246.93661569
2599,322458.942793205
2600,116751.744995102
2601,115156.403315528
2602,82352.4941103302
2603,85545.3996631942
2604,77361.3836796127
2605,72344.5850365005
2606,148554.56730698
2607,175178.134426817
2608,196613.068832263
2609,169158.785998478
2610,115085.516433849
2611,129941.616609915
2612,139595.953447326
2613,129006.993314876
2614,128682.123997196
2615,157219.969458803
2616,134475.271105751
2617,175445.470840647
2618,181621.323689922
2619,206612.813594326
2620,182696.418575748
2621,183490.178487762
2622,184258.798589065
2623,224054.873306259
2624,255576.849931344
2625,301678.506926759
2626,167488.389244004
2627,178586.189408644
2628,455717.752698644
2629,522535.37527655
2630,351983.371887996
2631,441992.168918594
2632,485211.742731079
2633,352786.566909238
2634,432594.724650695
2635,162179.923745408
2636,186373.217274918
2637,154697.663894191
2638,265070.651217654
2639,190055.36087419
2640,157936.040232911
2641,103970.60265158
2642,179147.719994172
2643,92020.3765233896
2644,127253.263006582
2645,106804.80442275
2646,90157.4614309214
2647,97417.9351793669
2648,133742.832609876
2649,148181.2045504
2650,158361.196466341
2651,133043.296673521
2652,450966.411753311
2653,242557.991338923
2654,232000.312411561
2655,420887.504363998
2656,335486.750336363
2657,347208.602716073
2658,273597.189523413
2659,290498.221675946
2660,307534.230249985
2661,350235.876162603
2662,387605.908281311
2663,292887.026198491
2664,279184.502532824
2665,304123.757830574
2666,281435.241015299
2667,170580.913347467
2668,173853.115535959
2669,168779.125631294
2670,249244.781102016
2671,175881.878919802
2672,169760.110907062
2673,206705.988143428
2674,196789.495664462
2675,172913.842290863
2676,189546.637557707
2677,193334.261276229
2678,243382.111579253
2679,287251.724773034
2680,255374.435165509
2681,472226.577610596
2682,344900.5507005
2683,539399.006437286
2684,314498.780013516
2685,391984.288746222
2686,252348.354788139
2687,345327.516806587
2688,227038.196655355
2689,210465.773806318
2690,463114.598536953
2691,196325.449397608
2692,132986.726163848
2693,179283.4244536
2694,130299.068620666
2695,188815.24442242
2696,184286.570817455
2697,160265.841531976
2698,199103.807193502
2699,172429.301324948
2700,162224.219693883
2701,151924.395948394
2702,107756.877229675
2703,126285.053339466
2704,144007.174293502
2705,121409.464286789
2706,122856.222550376
2707,131978.00626777
2708,134951.38257788
2709,113951.075162872
2710,134146.277670368
2711,305548.107059374
2712,416756.512355312
2713,179024.531331166
2714,150042.497402652
2715,170793.880780264
2716,150724.290333255
2717,176880.957946523
2718,228727.363627657
2719,158499.887467875
2720,155198.865820899
2721,138824.605738624
2722,161195.449746593
2723,151349.211227073
2724,126644.759935363
2725,128356.312347873
2726,143048.258547201
2727,176076.816022887
2728,159269.420196994
2729,154132.388685211
2730,145818.06696166
2731,131268.569739237
2732,121520.563119545
2733,160070.694562181
2734,152698.924324378
2735,137660.321936592
2736,141182.731055006
2737,126384.332427009
2738,129003.290973528
2739,152164.075703844
2740,128397.276481762
2741,147059.340535863
2742,158394.62904562
2743,155608.510332569
2744,154771.503261908
2745,136955.738948955
2746,136254.695945724
2747,144778.758437022
2748,131257.989986076
2749,123875.671137794
2750,133809.43158625
2751,128740.847006782
2752,206738.021869554
2753,146381.625935271
2754,172672.270568355
2755,133882.167531951
2756,84665.7453843496
2757,73520.1159844242
2758,75520.6584555052
2759,159801.204660549
2760,108754.941068306
2761,149237.455529197
2762,154741.84440045
2763,186326.722914144
2764,167525.637226566
2765,248354.757676645
2766,141896.464787944
2767,88755.7719197116
2768,130855.824817523
2769,126113.389680131
2770,156544.439448341
2771,120132.293581947
2772,116319.310760482
2773,148328.294767513
2774,137611.986453428
2775,126995.700751438
2776,142698.436714306
2777,142973.484545603
2778,121654.503922596
2779,136568.292824879
2780,109081.425464763
2781,101217.816599741
2782,86914.346102371
2783,95711.5347906492
2784,121908.922456875
2785,131891.09323658
2786,59445.5993286512
2787,123162.96340002
2788,76147.1269191645
2789,175448.923997863
2790,99905.2038771055
2791,108143.355899944
2792,58631.3827179811
2793,186381.711411609
2794,106728.418230041
2795,123592.326206817
2796,106396.306477054
2797,156279.084846988
2798,99428.3713683031
2799,116654.425037994
2800,63741.5699802778
2801,114349.832784786
2802,138370.728122695
2803,138186.590353145
2804,136433.548800155
2805,99411.8308055542
2806,77317.2564352892
2807,151888.702862158
2808,152688.283222421
2809,139511.733864441
2810,133307.526901229
2811,151816.388542636
2812,146458.635446056
2813,130008.267616882
2814,142649.732212677
2815,104801.01213549
2816,238328.779751375
2817,146106.257563665
2818,135758.457397117
2819,168576.168413474
2820,127622.538861378
2821,111318.824876889
2822,193708.418611779
2823,254540.51698397
2824,178179.30100201
2825,151254.002397998
2826,132668.765257611
2827,140802.06866227
2828,219940.814435228
2829,179937.163062914
2830,213207.653275564
2831,192715.010159
2832,229962.149500384
2833,286044.973750456
2834,217698.45321615
2835,223208.321670159
2836,191799.232001833
2837,186357.070114865
2838,141989.015394195
2839,176522.653492018
2840,194196.784941777
2841,203038.386772706
2842,236482.23800443
2843,170881.87977074
2844,192132.946743473
2845,131695.833856716
2846,209735.488581254
2847,202003.059562667
2848,221139.2786877
2849,205197.157284006
